Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Calories_Burned (kcal)_log
54,Male,88.1,1.75,162.0,138.0,65.0,1.03,Mixed,13.2,4.7,7,2,28.7,8.0,0.7525773195876289,6.020618556701031,546.3,6.304997098149872
50,Male,76.4,1.59,174.0,126.0,66.0,1.25,Yoga,16.0,4.3,7,3,30.1,3.0,0.5555555555555556,1.6666666666666667,159.2,5.076423034634259
41,Male,91.0,1.85,180.0,150.0,81.0,0.81,Strength,26.6,3.9,2,0,26.6,6.0,0.696969696969697,4.181818181818182,308.2,5.733988316713267
28,Male,63.3,1.48,189.0,171.0,67.0,0.68,Hiit,19.8,3.2,3,1,29.1,9.5,0.8524590163934426,8.098360655737704,348.6,5.85678964378138
34,Male,91.4,1.83,188.0,159.0,71.0,0.81,Mixed,24.1,4.0,4,1,27.4,8.0,0.7521367521367521,6.017094017094017,445.5,6.101439400316554
21,Male,72.9,1.68,201.0,166.0,60.0,0.84,Mixed,14.1,4.1,5,2,26.0,8.0,0.75177304964539,6.01418439716312,368.3,5.911609321858518
42,Male,94.5,1.78,173.0,147.0,68.0,0.72,Mixed,26.8,4.2,2,0,29.8,8.0,0.7523809523809524,6.019047619047619,409.5,6.017375928892483
47,Female,55.3,1.72,172.0,137.0,72.0,1.05,Cardio,22.4,2.9,6,2,18.8,7.0,0.65,4.55,264.2,5.580484258311707
26,Male,62.5,1.71,193.0,148.0,64.0,0.66,Cardio,32.3,3.6,3,0,21.3,7.0,0.6511627906976745,4.558139534883721,188.0,5.241747015059643
38,Male,62.4,1.74,179.0,148.0,76.0,0.6,Strength,26.5,3.0,3,0,20.7,6.0,0.6990291262135923,4.194174757281553,157.0,5.062595033026967
37,Female,70.7,1.76,176.0,160.0,68.0,0.83,Hiit,22.9,3.7,5,1,22.8,9.5,0.8518518518518519,8.092592592592593,474.9,6.165207748127065
36,Male,72.6,1.65,181.0,154.0,73.0,0.42,Mixed,27.9,3.7,4,1,26.7,8.0,0.75,6.0,183.0,5.214935757608986
36,Female,62.2,1.78,190.0,144.0,57.0,1.13,Cardio,19.8,3.1,7,3,19.5,7.0,0.6541353383458647,4.578947368421053,321.8,5.777032936395794
29,Female,64.2,1.57,188.0,147.0,71.0,1.02,Cardio,16.7,3.4,6,2,26.0,7.0,0.6495726495726496,4.547008547008547,297.8,5.699774453258662
54,Male,61.1,1.68,170.0,125.0,69.0,0.72,Yoga,19.7,3.4,5,1,21.7,3.0,0.5544554455445545,1.6633663366336635,73.2,4.3067641501733345
59,Male,70.3,1.76,161.0,141.0,82.0,0.59,Mixed,33.8,4.2,2,0,22.6,8.0,0.7468354430379747,5.974683544303797,247.8,5.516649360865024
34,Female,78.5,1.78,187.0,159.0,76.0,0.73,Mixed,35.2,4.1,3,0,24.8,8.0,0.7477477477477478,5.981981981981982,342.8,5.8400600929487485
54,Male,91.5,1.73,160.0,146.0,65.0,1.0,Hiit,14.7,3.5,4,1,30.7,9.5,0.8526315789473684,8.1,719.45,6.579876016778943
56,Female,56.9,1.64,170.0,128.0,78.0,0.36,Yoga,27.7,3.0,3,0,21.2,3.0,0.5434782608695652,1.6304347826086956,33.4,3.5380565643793527
45,Female,74.2,1.77,185.0,156.0,67.0,1.2,Mixed,24.3,4.9,4,2,23.7,8.0,0.7542372881355932,6.033898305084746,537.3,6.288416025566912
58,Male,51.2,1.61,159.0,129.0,74.0,0.8,Cardio,30.3,2.9,3,0,19.7,7.0,0.6470588235294118,4.529411764705882,185.5,5.2284312390838705
52,Female,72.7,1.86,175.0,144.0,71.0,0.81,Strength,26.6,3.4,3,0,21.1,6.0,0.7019230769230769,4.211538461538462,248.0,5.517452896464707
35,Male,54.9,1.67,179.0,162.0,69.0,1.16,Hiit,28.7,3.9,7,2,19.7,9.5,0.8454545454545455,8.031818181818181,511.5,6.239300711012564
31,Male,58.2,1.53,189.0,157.0,60.0,1.32,Mixed,15.4,4.6,5,2,25.0,8.0,0.751937984496124,6.015503875968992,462.1,6.137943013486706
52,Female,62.6,1.56,162.0,139.0,71.0,0.46,Mixed,23.1,4.0,2,0,25.7,8.0,0.7472527472527473,5.978021978021978,172.1,5.153869462182164
58,Female,75.9,1.68,164.0,134.0,78.0,0.55,Cardio,28.5,2.6,3,0,26.7,7.0,0.6511627906976745,4.558139534883721,190.3,5.253842876446207
24,Male,60.2,1.69,195.0,154.0,59.0,1.15,Strength,18.8,4.3,7,3,21.0,6.0,0.6985294117647058,4.191176470588236,290.2,5.674010316322531
58,Male,91.7,1.88,162.0,124.0,55.0,0.9,Cardio,12.3,2.7,4,2,26.0,7.0,0.6448598130841121,4.5140186915887845,372.5,5.922918004572872
30,Male,60.7,1.58,197.0,149.0,60.0,1.15,Cardio,8.0,3.2,4,2,24.5,7.0,0.6496350364963503,4.547445255474452,317.4,5.763308453970228
35,Female,67.4,1.68,191.0,157.0,77.0,0.76,Strength,29.0,3.6,2,0,23.8,6.0,0.7017543859649122,4.2105263157894735,215.7,5.378513908542313
54,Male,47.2,1.57,165.0,131.0,69.0,0.91,Cardio,24.0,3.1,3,1,19.0,7.0,0.6458333333333334,4.520833333333334,194.2,5.274024673978992
30,Female,65.5,1.63,196.0,153.0,74.0,0.51,Cardio,24.2,2.7,2,0,24.6,7.0,0.6475409836065574,4.532786885245902,151.4,5.026508643252546
53,Female,84.5,1.85,173.0,139.0,76.0,0.79,Cardio,25.8,3.0,2,0,24.7,7.0,0.6494845360824743,4.546391752577319,303.5,5.718671087149952
48,Female,59.9,1.57,178.0,147.0,77.0,0.47,Strength,31.0,3.6,2,0,24.4,6.0,0.693069306930693,4.158415841584159,117.1,4.771531723203316
19,Male,77.4,1.74,202.0,158.0,76.0,0.27,Cardio,29.1,2.3,2,0,25.6,7.0,0.6507936507936508,4.555555555555555,95.2,4.566429357671661
33,Female,79.2,1.72,189.0,149.0,55.0,0.96,Strength,26.7,3.6,5,3,26.8,6.0,0.7014925373134329,4.208955223880597,320.0,5.771441123130016
26,Male,55.2,1.68,193.0,162.0,70.0,1.02,Mixed,20.3,4.6,3,1,19.6,8.0,0.7479674796747967,5.983739837398374,336.9,5.822749993720244
26,Female,69.4,1.73,205.0,169.0,62.0,1.01,Mixed,15.6,4.4,5,2,23.1,8.0,0.7482517482517482,5.986013986013986,419.6,6.0416822632686
55,Male,63.8,1.56,167.0,130.0,60.0,1.11,Cardio,10.2,3.1,6,3,26.1,7.0,0.6542056074766355,4.579439252336448,324.3,5.784747833479305
28,Male,78.1,1.85,192.0,142.0,80.0,1.02,Yoga,23.5,3.6,2,0,22.9,3.0,0.5535714285714286,1.6607142857142858,132.3,4.892602227184663
39,Female,97.6,1.87,184.0,155.0,70.0,0.73,Mixed,25.3,4.4,2,0,27.8,8.0,0.7456140350877193,5.964912280701754,425.0,6.054439346269371
50,Male,69.1,1.68,171.0,143.0,75.0,0.89,Strength,24.7,3.8,2,0,24.4,6.0,0.7083333333333334,4.25,261.4,5.5698700570699335
53,Female,65.0,1.9,177.0,149.0,62.0,0.95,Mixed,10.8,4.4,7,3,18.0,8.0,0.7565217391304347,6.052173913043478,373.7,5.926125705799642
40,Female,73.6,1.64,180.0,151.0,63.0,1.15,Mixed,19.9,4.7,4,2,27.4,8.0,0.7521367521367521,6.017094017094017,509.3,6.234998788069926
51,Female,69.6,1.72,173.0,135.0,63.0,0.68,Cardio,25.6,2.6,5,1,23.5,7.0,0.6545454545454545,4.581818181818182,216.8,5.38357721049886
26,Female,59.8,1.82,193.0,153.0,59.0,1.22,Strength,16.3,3.9,7,2,18.0,6.0,0.7014925373134329,4.208955223880597,307.1,5.730424405602622
41,Female,61.4,1.63,171.0,127.0,75.0,0.32,Yoga,27.1,3.2,3,0,23.0,3.0,0.5416666666666666,1.625,31.9,3.493472657771326
25,Female,45.0,1.54,195.0,158.0,72.0,0.41,Strength,34.9,3.5,3,0,18.9,6.0,0.6991869918699187,4.195121951219512,77.4,4.361823927356363
24,Female,62.3,1.52,200.0,165.0,60.0,1.03,Mixed,22.2,4.3,3,1,27.0,8.0,0.75,6.0,385.0,5.955837369464831
53,Male,84.9,1.89,168.0,141.0,61.0,0.73,Mixed,21.0,3.7,5,2,23.9,8.0,0.7476635514018691,5.981308411214953,370.7,5.918087077303206
35,Female,53.8,1.63,179.0,140.0,68.0,0.89,Cardio,21.3,3.1,3,0,20.3,7.0,0.6486486486486487,4.54054054054054,217.4,5.38632824387075
20,Female,75.2,1.66,205.0,148.0,79.0,0.89,Yoga,26.9,3.8,3,0,27.2,3.0,0.5476190476190477,1.642857142857143,110.0,4.709530201312334
45,Male,63.6,1.57,169.0,153.0,63.0,0.84,Hiit,21.1,3.1,3,1,25.8,9.5,0.8490566037735849,8.066037735849058,430.9,6.068194079966656
23,Male,72.6,1.77,193.0,143.0,82.0,0.42,Yoga,28.0,3.0,2,0,23.1,3.0,0.5495495495495496,1.648648648648649,50.3,3.937690752176724
38,Female,48.8,1.6,176.0,146.0,76.0,1.16,Strength,26.5,4.3,7,2,19.0,6.0,0.7,4.199999999999999,237.8,5.475626381518447
45,Female,54.9,1.63,170.0,134.0,66.0,0.98,Cardio,22.4,3.2,3,1,20.6,7.0,0.6538461538461539,4.576923076923077,246.2,5.510197725583535
57,Female,60.1,1.71,163.0,149.0,67.0,0.92,Hiit,22.7,3.1,3,1,20.6,9.5,0.8541666666666666,8.114583333333332,448.7,6.108580693776662
18,Male,66.8,1.57,205.0,184.0,65.0,0.88,Hiit,8.0,3.0,7,3,27.0,9.5,0.85,8.075,474.7,6.164787403438236
53,Female,49.7,1.66,164.0,136.0,70.0,0.93,Strength,26.0,3.7,4,2,18.0,6.0,0.7021276595744681,4.212765957446809,194.7,5.27658287440203
38,Male,78.9,1.82,185.0,146.0,73.0,0.59,Cardio,27.2,2.8,2,0,23.8,7.0,0.6517857142857143,4.5625,212.4,5.363168338867653
52,Female,68.3,1.72,172.0,156.0,68.0,0.76,Hiit,23.7,3.4,5,1,23.0,9.5,0.8461538461538461,8.038461538461538,417.3,6.036198878448153
30,Female,80.7,1.69,188.0,148.0,73.0,0.71,Cardio,24.7,2.9,3,0,28.1,7.0,0.6521739130434783,4.565217391304348,261.6,5.5706319618686955
27,Male,72.2,1.7,185.0,148.0,61.0,0.74,Strength,14.6,3.1,5,2,24.9,6.0,0.7016129032258065,4.209677419354839,224.9,5.420092423473958
27,Female,70.4,1.64,201.0,161.0,70.0,0.83,Strength,24.2,3.4,7,2,26.1,6.0,0.6946564885496184,4.16793893129771,243.5,5.499215308914927
30,Female,77.4,1.88,187.0,146.0,71.0,0.79,Cardio,27.1,2.9,4,1,21.9,7.0,0.646551724137931,4.525862068965518,276.7,5.626541394312754
54,Female,48.8,1.6,155.0,127.0,61.0,0.67,Strength,13.7,3.7,6,2,19.1,6.0,0.7021276595744681,4.212765957446809,137.7,4.932313327320786
55,Male,65.7,1.7,163.0,135.0,70.0,0.63,Strength,26.0,3.8,5,1,22.7,6.0,0.6989247311827957,4.193548387096774,173.6,5.162497643405501
41,Female,77.6,1.69,182.0,164.0,63.0,1.11,Hiit,20.9,3.7,5,2,27.1,9.5,0.8487394957983193,8.063025210084033,694.5,6.544631011363498
19,Female,85.9,1.78,205.0,163.0,85.0,0.96,Cardio,24.6,3.3,3,0,27.1,7.0,0.65,4.55,375.2,5.9301209168669295
39,Male,71.4,1.79,175.0,145.0,74.0,0.92,Strength,29.9,3.4,3,0,22.3,6.0,0.7029702970297029,4.217821782178218,277.1,5.627980761239919
34,Male,57.8,1.68,177.0,128.0,69.0,1.03,Yoga,21.9,4.3,7,2,20.6,3.0,0.5462962962962963,1.6388888888888888,97.6,4.591071261608589
53,Female,57.8,1.71,169.0,127.0,77.0,0.71,Yoga,31.4,3.3,3,0,19.8,3.0,0.5434782608695652,1.6304347826086956,66.9,4.21803603456465
31,Female,68.8,1.71,192.0,153.0,64.0,0.75,Strength,19.5,3.9,6,2,23.5,6.0,0.6953125,4.171875,215.3,5.376666332959013
27,Male,51.8,1.45,199.0,166.0,67.0,1.0,Mixed,10.2,4.3,6,2,24.5,8.0,0.75,6.0,310.8,5.742361956623676
52,Female,69.2,1.52,173.0,125.0,66.0,0.72,Yoga,16.5,3.8,7,2,29.9,3.0,0.5514018691588785,1.6542056074766354,82.4,4.423648309364701
42,Female,64.2,1.62,179.0,164.0,77.0,1.2,Hiit,25.9,3.5,5,2,24.5,9.5,0.8529411764705882,8.102941176470589,624.3,6.438231534573252
20,Male,69.8,1.62,195.0,177.0,70.0,1.01,Hiit,18.4,4.3,3,1,26.5,9.5,0.856,8.132,573.3,6.3531519078702505
55,Female,50.8,1.56,163.0,146.0,55.0,0.87,Hiit,9.2,3.4,7,3,20.9,9.5,0.8425925925925926,8.00462962962963,353.8,5.871554250435424
34,Female,74.4,1.75,185.0,154.0,81.0,0.74,Strength,27.8,3.2,3,1,24.2,6.0,0.7019230769230769,4.211538461538462,231.9,5.450609176890295
29,Male,69.3,1.68,186.0,151.0,67.0,0.79,Strength,11.0,3.9,5,1,24.6,6.0,0.7058823529411765,4.235294117647059,231.9,5.450609176890295
41,Female,64.5,1.66,184.0,133.0,70.0,0.75,Yoga,25.5,4.0,3,1,23.4,3.0,0.5526315789473685,1.6578947368421053,80.2,4.396915247167632
46,Female,57.8,1.55,179.0,161.0,57.0,0.88,Hiit,16.1,3.5,7,3,23.9,9.5,0.8524590163934426,8.098360655737704,411.9,6.023205432892045
42,Female,68.8,1.68,171.0,156.0,72.0,0.75,Hiit,29.9,3.5,2,0,24.5,9.5,0.8484848484848485,8.06060606060606,415.9,6.032846384886751
53,Male,54.5,1.45,165.0,139.0,59.0,1.08,Mixed,16.3,4.3,7,2,25.9,8.0,0.7547169811320755,6.037735849056604,355.4,5.876053695596654
43,Female,79.4,1.66,187.0,151.0,65.0,0.67,Strength,23.4,3.3,3,0,28.7,6.0,0.7049180327868853,4.229508196721311,225.0,5.420534999272286
55,Male,51.2,1.69,171.0,126.0,71.0,0.34,Yoga,23.1,3.0,3,0,18.0,3.0,0.55,1.65,28.7,3.391147045808654
18,Male,82.6,1.7,203.0,140.0,63.0,0.75,Yoga,8.0,4.1,6,3,28.5,3.0,0.55,1.65,102.2,4.636668853047462
37,Female,41.8,1.52,188.0,152.0,67.0,0.53,Strength,25.8,3.7,2,0,18.0,6.0,0.7024793388429752,4.214876033057851,93.4,4.547541073151455
45,Male,73.1,1.7,183.0,166.0,68.0,0.93,Hiit,12.5,3.4,6,2,25.2,9.5,0.8521739130434782,8.095652173913043,550.4,6.312460498589696
33,Female,83.0,1.58,187.0,150.0,82.0,0.71,Cardio,22.6,3.1,3,1,33.4,7.0,0.6476190476190476,4.533333333333333,267.1,5.591360045241914
34,Female,60.9,1.6,179.0,128.0,66.0,0.71,Yoga,22.0,3.8,6,2,23.8,3.0,0.5486725663716814,1.646017699115044,71.2,4.279440045898781
57,Female,75.9,1.75,167.0,135.0,58.0,1.02,Strength,18.1,3.7,4,2,24.7,6.0,0.7064220183486238,4.238532110091743,328.1,5.796361655949294
45,Male,80.6,1.88,180.0,164.0,77.0,0.66,Hiit,33.4,3.2,2,0,22.8,9.5,0.8446601941747572,8.024271844660193,426.9,6.058889523422771
29,Female,75.7,1.69,186.0,169.0,75.0,0.52,Hiit,27.8,2.9,3,1,26.7,9.5,0.8468468468468469,8.045045045045045,316.7,5.761107541275471
44,Female,65.0,1.6,177.0,163.0,82.0,0.52,Hiit,18.7,2.7,2,0,25.4,9.5,0.8526315789473684,8.1,273.8,5.616043560348194
59,Female,61.5,1.7,157.0,136.0,71.0,0.92,Mixed,24.3,4.4,4,1,21.3,8.0,0.7558139534883721,6.046511627906977,342.1,5.838021949864404
47,Male,74.1,1.77,165.0,150.0,68.0,1.24,Hiit,16.9,3.8,4,2,23.5,9.5,0.845360824742268,8.030927835051546,719.45,6.579876016778943
58,Male,59.3,1.74,163.0,142.0,79.0,0.94,Mixed,23.7,4.1,2,0,19.5,8.0,0.75,6.0,334.5,5.815621956411737
51,Female,84.9,1.9,176.0,144.0,68.0,0.71,Strength,22.2,3.9,6,2,23.5,6.0,0.7037037037037037,4.222222222222222,254.5,5.543222409643759
54,Female,57.8,1.61,168.0,154.0,77.0,0.95,Hiit,29.6,3.5,2,0,22.3,9.5,0.8461538461538461,8.038461538461538,441.4,6.092214450208125
23,Female,71.4,1.71,198.0,160.0,72.0,0.94,Strength,26.3,3.3,3,0,24.5,6.0,0.6984126984126984,4.19047619047619,281.2,5.642616039418714
24,Female,71.2,1.83,189.0,140.0,80.0,0.59,Yoga,27.0,3.3,2,0,21.2,3.0,0.5504587155963303,1.651376146788991,69.4,4.254193263163997
49,Male,77.4,1.83,174.0,159.0,72.0,1.06,Hiit,26.5,3.4,3,0,23.1,9.5,0.8529411764705882,8.102941176470589,664.8,6.5009893251409245
49,Male,53.0,1.48,168.0,147.0,83.0,0.68,Mixed,18.9,3.8,4,1,24.0,8.0,0.7529411764705882,6.023529411764706,217.1,5.384953673207583
42,Male,68.6,1.68,174.0,128.0,72.0,0.9,Yoga,33.4,4.7,3,0,24.3,3.0,0.5490196078431373,1.647058823529412,101.7,4.631812116934513
50,Male,83.9,1.83,174.0,141.0,64.0,1.14,Strength,22.7,3.3,5,3,25.1,6.0,0.7,4.199999999999999,401.7,5.998191867857408
24,Male,84.1,1.9,190.0,143.0,55.0,1.08,Cardio,15.4,3.7,5,3,23.3,7.0,0.6518518518518519,4.562962962962963,414.4,6.0292419114420115
29,Male,63.9,1.75,190.0,153.0,68.0,0.67,Strength,20.0,3.9,5,1,20.9,6.0,0.6967213114754098,4.1803278688524586,179.0,5.19295685089021
33,Male,65.7,1.64,181.0,130.0,67.0,0.59,Yoga,29.5,2.9,5,1,24.3,3.0,0.5526315789473685,1.6578947368421053,64.3,4.178992036282385
33,Female,58.1,1.58,186.0,127.0,55.0,1.0,Yoga,18.2,4.2,6,3,23.3,3.0,0.549618320610687,1.6488549618320612,95.8,4.572646994282532
53,Female,101.4,1.9,156.0,114.0,62.0,0.99,Yoga,22.1,4.8,6,2,28.1,3.0,0.5531914893617021,1.6595744680851063,166.6,5.121580188047982
30,Female,87.9,1.75,193.0,175.0,77.0,0.72,Hiit,25.6,3.1,2,0,28.6,9.5,0.8448275862068966,8.025862068965518,507.9,6.232251533594787
24,Female,47.1,1.6,198.0,158.0,64.0,1.34,Strength,23.9,4.3,5,2,18.5,6.0,0.7014925373134329,4.208955223880597,265.6,5.585749407744609
53,Female,72.9,1.66,178.0,149.0,81.0,0.69,Strength,34.7,2.7,2,0,26.5,6.0,0.7010309278350515,4.2061855670103085,211.6,5.359412465907847
26,Female,79.8,1.71,195.0,163.0,65.0,0.63,Mixed,19.0,3.3,4,1,27.3,8.0,0.7538461538461538,6.030769230769231,303.2,5.717685379825192
49,Male,56.0,1.73,166.0,139.0,73.0,0.97,Strength,21.5,3.8,5,1,18.6,6.0,0.7096774193548387,4.258064516129032,231.3,5.4480296397763635
28,Female,66.5,1.59,197.0,163.0,62.0,1.06,Mixed,25.2,4.2,7,2,26.3,8.0,0.7481481481481481,5.985185185185185,421.9,6.047135744478443
25,Male,72.3,1.62,200.0,158.0,81.0,0.7,Cardio,27.3,2.9,3,0,27.6,7.0,0.6470588235294118,4.529411764705882,229.2,5.438948496287782
50,Female,46.3,1.51,177.0,162.0,79.0,0.34,Hiit,29.8,2.8,2,0,20.2,9.5,0.8469387755102041,8.045918367346939,126.7,4.8496837630384935
40,Male,73.4,1.78,170.0,139.0,65.0,1.13,Strength,13.5,4.1,7,3,23.1,6.0,0.7047619047619048,4.228571428571429,350.7,5.862778539479937
42,Male,67.0,1.65,174.0,136.0,64.0,1.12,Cardio,20.3,3.2,4,2,24.7,7.0,0.6545454545454545,4.581818181818182,343.8,5.842964538789538
25,Female,78.4,1.73,190.0,156.0,77.0,0.65,Strength,29.6,3.4,5,1,26.3,6.0,0.6991150442477876,4.1946902654867255,213.8,5.36970736263471
39,Female,66.6,1.82,189.0,156.0,57.0,0.82,Mixed,16.3,4.0,4,2,20.0,8.0,0.75,6.0,327.7,5.795145480670174
21,Female,82.9,1.7,203.0,155.0,67.0,1.14,Cardio,19.4,3.9,5,2,28.6,7.0,0.6470588235294118,4.529411764705882,428.1,6.061689991997479
57,Female,50.1,1.67,169.0,139.0,71.0,0.92,Strength,24.9,4.1,3,1,18.0,6.0,0.6938775510204082,4.163265306122449,191.9,5.262171919911683
20,Female,84.6,1.7,195.0,154.0,79.0,0.68,Cardio,21.1,2.9,3,0,29.3,7.0,0.646551724137931,4.525862068965518,260.4,5.566051801190121
46,Male,74.5,1.69,175.0,138.0,70.0,0.78,Cardio,24.1,2.2,3,1,26.2,7.0,0.6476190476190476,4.533333333333333,263.4,5.577463107977531
58,Female,70.1,1.8,154.0,139.0,55.0,1.49,Hiit,22.0,4.4,7,3,21.5,9.5,0.8484848484848485,8.06060606060606,719.45,6.579876016778943
46,Male,80.4,1.71,168.0,152.0,60.0,0.84,Hiit,21.8,3.4,5,2,27.5,9.5,0.8518518518518519,8.092592592592593,546.5,6.305362461690656
51,Male,52.3,1.63,170.0,135.0,70.0,0.52,Cardio,20.7,2.6,3,1,19.8,7.0,0.65,4.55,123.7,4.825910852685991
51,Male,77.9,1.78,170.0,141.0,74.0,0.38,Strength,28.3,3.0,3,0,24.5,6.0,0.6979166666666666,4.1875,124.0,4.8283137373023015
45,Female,81.1,1.8,177.0,138.0,64.0,1.4,Cardio,17.6,3.6,5,3,25.0,7.0,0.6548672566371682,4.5840707964601775,520.5,6.256709274440827
30,Female,59.6,1.55,187.0,153.0,75.0,0.85,Strength,23.9,3.6,3,1,24.9,6.0,0.6964285714285714,4.178571428571429,211.7,5.3598827222061916
32,Female,69.4,1.83,190.0,160.0,70.0,1.09,Mixed,20.8,4.3,3,1,20.6,8.0,0.75,6.0,453.9,6.120077614575958
40,Female,64.9,1.72,180.0,133.0,75.0,0.99,Yoga,32.3,4.6,2,0,22.0,3.0,0.5523809523809524,1.6571428571428573,106.5,4.677490847567718
43,Female,71.5,1.71,185.0,150.0,70.0,1.13,Strength,12.1,3.7,5,2,24.5,6.0,0.6956521739130435,4.173913043478261,337.2,5.82363743646448
21,Female,66.9,1.78,197.0,178.0,74.0,0.6,Hiit,29.1,3.5,2,0,21.1,9.5,0.8455284552845529,8.032520325203253,322.4,5.778889947143006
43,Male,66.1,1.62,168.0,138.0,69.0,0.73,Strength,26.6,3.7,3,1,25.1,6.0,0.696969696969697,4.181818181818182,201.8,5.312220271717028
57,Female,67.9,1.78,166.0,120.0,63.0,1.05,Yoga,25.5,4.5,5,1,21.5,3.0,0.5533980582524272,1.6601941747572817,118.4,4.782479200958502
26,Male,75.5,1.64,196.0,151.0,69.0,0.81,Cardio,14.0,2.9,7,2,28.0,7.0,0.6456692913385826,4.519685039370079,276.4,5.625460507880731
22,Male,71.0,1.53,194.0,163.0,70.0,0.77,Mixed,17.3,4.0,4,1,30.3,8.0,0.75,6.0,328.0,5.796057750765372
49,Female,57.0,1.58,169.0,146.0,76.0,0.84,Mixed,22.0,4.8,5,1,22.8,8.0,0.7526881720430108,6.021505376344086,288.3,5.6674642119820895
37,Female,83.5,1.74,184.0,132.0,69.0,0.58,Yoga,26.4,3.3,3,0,27.7,3.0,0.5478260869565217,1.643478260869565,79.6,4.389498649512583
28,Female,58.2,1.59,190.0,158.0,63.0,1.15,Mixed,21.1,4.0,6,2,23.2,8.0,0.7480314960629921,5.984251968503937,400.5,5.995207533386816
32,Female,68.6,1.84,182.0,152.0,80.0,0.6,Strength,23.8,3.8,3,0,20.3,6.0,0.7058823529411765,4.235294117647059,174.3,5.1664987919271885
49,Female,72.2,1.8,170.0,136.0,72.0,0.25,Cardio,24.9,2.3,4,1,22.3,7.0,0.6530612244897959,4.571428571428571,82.5,4.42484663185681
45,Female,80.0,1.81,179.0,145.0,64.0,0.51,Strength,20.8,2.9,4,1,24.3,6.0,0.7043478260869566,4.22608695652174,172.4,5.155601064346442
39,Male,51.6,1.69,179.0,130.0,70.0,0.84,Yoga,18.9,3.9,6,2,18.0,3.0,0.5504587155963303,1.651376146788991,71.6,4.28496492183075
58,Male,77.1,1.71,163.0,147.0,58.0,1.15,Hiit,23.6,3.7,7,2,26.5,9.5,0.8476190476190476,8.052380952380952,714.0,6.5722825426940075
34,Male,59.3,1.56,185.0,156.0,69.0,0.81,Mixed,18.8,4.2,4,2,24.3,8.0,0.75,6.0,288.2,5.66711849028461
43,Male,88.7,1.78,171.0,125.0,70.0,0.87,Yoga,21.9,4.2,3,0,28.0,3.0,0.5445544554455446,1.6336633663366338,126.1,4.844974178195408
24,Male,78.0,1.72,195.0,154.0,76.0,0.87,Cardio,21.4,3.3,3,1,26.4,7.0,0.6554621848739496,4.588235294117647,311.4,5.744284417965531
59,Male,73.8,1.74,159.0,146.0,76.0,0.54,Hiit,26.5,2.9,3,0,24.5,9.5,0.8433734939759037,8.012048192771084,319.3,5.769258056615112
43,Female,77.2,1.85,181.0,143.0,72.0,0.87,Cardio,17.0,3.2,3,1,22.6,7.0,0.6513761467889908,4.559633027522936,306.2,5.727499001273517
42,Female,78.9,1.62,184.0,150.0,70.0,0.8,Strength,22.5,3.6,4,1,30.1,6.0,0.7017543859649122,4.2105263157894735,265.8,5.586499314041468
27,Female,90.9,1.67,197.0,179.0,75.0,0.79,Hiit,32.6,3.2,2,0,32.7,9.5,0.8524590163934426,8.098360655737704,581.6,6.367500844525335
36,Male,66.4,1.71,180.0,153.0,70.0,1.19,Mixed,24.7,4.6,4,1,22.6,8.0,0.7545454545454545,6.036363636363636,477.0,6.169610732491456
28,Male,70.9,1.59,186.0,168.0,64.0,1.18,Hiit,8.0,3.9,5,3,28.2,9.5,0.8524590163934426,8.098360655737704,677.5,6.519884479274924
30,Male,58.4,1.66,182.0,147.0,65.0,1.0,Strength,18.7,4.1,5,2,21.2,6.0,0.7008547008547008,4.205128205128204,245.6,5.507767590730244
25,Female,64.7,1.73,196.0,165.0,72.0,1.11,Mixed,22.5,4.8,5,2,21.6,8.0,0.75,6.0,430.9,6.068194079966656
57,Female,60.9,1.65,159.0,130.0,61.0,1.08,Strength,14.5,3.7,5,2,22.5,6.0,0.7040816326530612,4.224489795918368,277.9,5.630853294633443
21,Female,87.7,1.81,193.0,158.0,74.0,0.65,Strength,31.6,3.3,5,1,26.7,6.0,0.7058823529411765,4.235294117647059,241.4,5.490589254195159
48,Male,46.1,1.53,182.0,153.0,68.0,1.29,Mixed,21.7,4.7,7,2,19.7,8.0,0.7456140350877193,5.964912280701754,354.7,5.874087678954409
45,Male,97.0,1.79,177.0,153.0,81.0,0.57,Mixed,23.5,3.8,3,0,30.2,8.0,0.75,6.0,331.7,5.807241183024431
28,Male,84.6,1.75,194.0,158.0,76.0,0.52,Strength,25.8,3.0,3,0,27.8,6.0,0.6949152542372882,4.169491525423729,183.4,5.2171073111224935
18,Female,70.2,1.62,203.0,165.0,77.0,0.28,Strength,33.2,3.3,2,0,26.6,6.0,0.6984126984126984,4.19047619047619,82.4,4.423648309364701
55,Male,57.5,1.59,173.0,149.0,77.0,0.77,Mixed,28.4,3.7,2,0,22.8,8.0,0.75,6.0,265.7,5.586124431187969
41,Female,59.2,1.47,178.0,144.0,64.0,0.79,Strength,26.1,3.8,3,1,27.3,6.0,0.7017543859649122,4.2105263157894735,196.9,5.28776185260852
48,Female,46.1,1.6,175.0,141.0,77.0,0.9,Cardio,31.9,3.1,2,0,18.0,7.0,0.6530612244897959,4.571428571428571,189.7,5.250701512606374
